Id,CreationDate,PostId,RelatedPostId,LinkTypeId
526077,2014-06-07T15:31:16.443,21886,367,1
528561,2014-06-10T22:32:18.083,21886,2744,1
528562,2014-06-10T22:32:18.083,21886,10259,1
528512,2014-06-10T16:32:06.080,21886,21874,1
528235,2014-06-08T20:13:25.977,22907,22905,1
528260,2014-06-08T20:38:22.973,22908,22905,1
528259,2014-06-08T20:38:22.973,22908,22907,1
528339,2014-06-09T12:55:35.077,22921,22905,1
528340,2014-06-09T12:55:35.077,22921,22908,1
528502,2014-06-10T13:46:57.590,22944,244,1
528577,2014-06-11T03:54:27.213,22952,6238,1
528593,2014-06-11T12:46:56.153,22952,6238,3
528620,2014-06-11T18:48:55.983,22965,471,1
528672,2014-06-12T00:10:28.210,22973,244,1
528986,2014-06-14T13:17:53.007,23024,9938,1
529277,2014-06-16T16:43:57.790,23058,19085,1
529279,2014-06-16T17:11:43.737,23058,19085,3
529421,2014-06-17T21:31:43.590,23083,22978,1
532266,2014-06-30T12:49:59.127,23104,16373,1
529586,2014-06-18T20:49:29.693,23104,21495,1
529696,2014-06-19T15:32:20.223,23118,17359,1
529720,2014-06-19T18:51:00.130,23122,937,1
529730,2014-06-19T21:39:46.077,23122,937,3
531120,2014-06-22T23:37:58.513,23179,1195,1
531177,2014-06-23T10:37:44.577,23182,3855,1
531162,2014-06-23T03:33:37.073,23185,23186,1
531160,2014-06-23T03:33:25.117,23186,23185,1
531235,2014-06-23T17:00:53.163,23198,10151,1
531292,2014-06-23T19:40:43.473,23203,21765,1
531331,2014-06-23T22:44:46.110,23204,1256,1
531346,2014-06-24T03:41:09.157,23207,244,1
531367,2014-06-24T05:30:34.160,23214,437,1
531432,2014-06-24T14:23:33.957,23214,8740,1
531433,2014-06-24T14:25:04.687,23214,437,3
531434,2014-06-24T14:25:04.687,23214,8740,3
531458,2014-06-24T17:09:56.693,23222,937,1
531655,2014-06-25T21:27:52.560,23246,8603,1
531669,2014-06-25T22:04:12.440,23246,8603,3
531694,2014-06-26T02:00:21.877,23252,891,1
531734,2014-06-26T07:05:30.020,23258,573,1
532139,2014-06-29T04:18:23.203,23297,5673,1
532706,2014-07-01T22:56:53.520,23352,660,1
747421,2017-03-11T23:28:19.083,23352,9509,1
533421,2014-07-04T07:41:35.743,23385,1771,1
533420,2014-07-04T07:41:35.743,23385,17248,1
533695,2014-07-04T22:08:15.423,23386,1912,1
533497,2014-07-04T11:34:57.413,23386,21048,1
533395,2014-07-04T06:40:52.447,23401,612,1
533393,2014-07-04T06:40:52.447,23401,743,1
533392,2014-07-04T06:40:52.447,23401,2580,1
533396,2014-07-04T06:40:52.447,23401,7701,1
533394,2014-07-04T06:40:52.447,23401,13355,1
533412,2014-07-04T06:44:33.680,23401,17170,1
533397,2014-07-04T06:40:52.447,23401,17573,1
616534,2015-09-02T13:14:53.857,23405,9021,1
533696,2014-07-04T22:19:21.473,23415,1147,1
533701,2014-07-04T22:30:05.270,23415,18688,1
536545,2014-07-15T00:58:45.310,23428,6741,1
536546,2014-07-15T00:58:45.310,23428,9542,1
534408,2014-07-07T08:54:45.003,23428,16662,1
534396,2014-07-07T08:24:28.550,23448,18833,1
534611,2014-07-07T20:51:00.720,23466,17536,1
1314343,2022-01-24T19:56:49.067,23471,244,1
534927,2014-07-09T07:07:26.677,23495,21563,1
535063,2014-07-10T13:01:42.213,23529,718,1
535058,2014-07-10T13:01:42.213,23529,3498,1
535062,2014-07-10T13:01:42.213,23529,4900,1
535059,2014-07-10T13:01:42.213,23529,8802,1
535060,2014-07-10T13:01:42.213,23529,11160,1
535061,2014-07-10T13:01:42.213,23529,19085,1
536383,2014-07-13T14:56:40.640,23584,18107,1
536466,2014-07-14T12:53:31.410,23584,18107,3
536429,2014-07-13T22:48:23.557,23591,141,1
536465,2014-07-14T12:52:30.693,23591,141,3
536566,2014-07-15T05:17:16.800,23616,5636,1
536639,2014-07-15T16:41:43.513,23625,6590,1
537082,2014-07-18T14:13:45.863,23625,21767,1
537164,2014-07-18T19:16:48.600,23625,21767,3
536835,2014-07-16T22:42:35.830,23656,4750,3
536981,2014-07-17T23:42:31.623,23676,9195,1
537049,2014-07-18T12:03:07.983,23687,8157,1
537163,2014-07-18T19:11:52.217,23687,8157,3
766407,2017-05-28T12:20:03.823,23697,9196,1
537129,2014-07-18T17:42:36.483,23705,3912,1
537183,2014-07-18T20:27:38.673,23712,18492,3
538885,2014-07-29T15:34:29.070,23732,9790,1
537458,2014-07-20T18:44:16.020,23738,612,1
537494,2014-07-20T22:55:03.727,23738,612,3
537563,2014-07-21T07:08:26.517,23748,12518,1
537621,2014-07-21T15:36:13.753,23767,10586,1
537692,2014-07-21T22:43:39.917,23780,3890,1
537730,2014-07-22T13:14:25.570,23780,3890,3
537883,2014-07-23T13:52:27.893,23793,16346,1
1274818,2021-05-24T19:44:11.400,23813,8890,1
538097,2014-07-24T21:28:38.977,23830,21858,1
571429,2015-02-19T02:02:49.970,23863,5267,1
538462,2014-07-27T04:43:51.560,23887,8090,1
538568,2014-07-27T16:40:55.477,23887,8090,3
538581,2014-07-27T17:25:18.600,23898,23870,1
538633,2014-07-27T20:41:40.577,23898,23870,3
538591,2014-07-27T17:42:14.667,23899,16703,1
538632,2014-07-27T20:38:12.617,23899,16703,3
538596,2014-07-27T18:48:35.060,23900,23334,1
538732,2014-07-28T12:35:41.777,23910,16362,1
538747,2014-07-28T13:02:55.447,23910,16362,3
538970,2014-07-30T00:46:28.720,23949,11255,1
538972,2014-07-30T01:38:13.820,23949,11255,3
539026,2014-07-30T09:11:16.420,23961,244,1
539027,2014-07-30T09:11:16.420,23961,8252,1
539028,2014-07-30T09:11:16.420,23961,9324,1
539029,2014-07-30T09:11:16.420,23961,23944,1
544280,2014-08-20T02:57:52.113,24015,4025,1
539529,2014-08-03T00:37:00.253,24021,3049,1
539530,2014-08-03T00:37:00.253,24021,12837,1
539592,2014-08-03T11:58:27.903,24026,2927,1
539700,2014-08-04T06:50:21.673,24034,5459,1
539923,2014-08-06T17:32:17.447,24052,7264,1
540051,2014-08-07T21:42:53.287,24073,660,1
540053,2014-08-07T21:44:12.880,24073,16876,1
540052,2014-08-07T21:44:12.880,24073,23352,1
540056,2014-08-07T22:08:18.030,24073,660,3
540081,2014-08-08T00:43:57.030,24079,244,1
540083,2014-08-08T00:53:50.643,24079,457,1
540102,2014-08-08T02:22:13.403,24081,7264,1
540100,2014-08-08T01:54:30.823,24081,24052,1
540140,2014-08-08T11:55:09.030,24081,24052,3
540168,2014-08-08T18:55:49.557,24089,418,3
540276,2014-08-09T17:56:49.480,24099,8512,1
540458,2014-08-11T15:58:24.497,24129,16584,1
540622,2014-08-12T20:32:45.257,24134,11156,1
540997,2014-08-13T14:55:25.497,24134,14021,1
540533,2014-08-12T09:01:09.210,24137,10281,1
542594,2014-08-14T23:25:14.893,24170,23676,1
542498,2014-08-14T13:04:48.047,24172,14959,1
542537,2014-08-14T15:30:09.133,24174,21858,1
542624,2014-08-15T04:32:42.233,24182,21099,1
542681,2014-08-15T14:52:31.683,24191,9432,1
542750,2014-08-15T20:49:27.987,24196,3390,1
543821,2014-08-16T17:29:42.727,24212,13294,1
543954,2014-08-17T22:39:39.883,24212,13294,3
543983,2014-08-18T02:46:45.657,24226,9225,1
544085,2014-08-19T02:52:38.557,24248,13694,1
544212,2014-08-19T19:10:43.343,24264,2767,1
544213,2014-08-19T19:12:01.217,24264,2767,3
975419,2018-05-30T12:32:49.183,24292,54912,1
544526,2014-08-21T22:08:00.173,24308,6643,1
544577,2014-08-22T13:56:08.803,24316,14669,1
544921,2014-08-25T19:39:24.700,24352,20378,1
545010,2014-08-26T13:40:12.080,24352,20378,3
545190,2014-08-28T01:51:58.700,24359,244,1
544996,2014-08-26T12:15:01.517,24362,2161,1
544995,2014-08-26T12:07:07.607,24368,24316,1
545023,2014-08-26T16:43:56.753,24372,10531,1
545043,2014-08-26T18:19:17.097,24372,16059,1
545170,2014-08-27T23:11:00.390,24389,244,1
545283,2014-08-28T18:54:42.733,24407,23647,1
545736,2014-09-01T05:54:31.107,24416,24129,1
545491,2014-08-30T11:12:27.613,24443,457,1
545671,2014-08-31T19:15:17.280,24465,17064,1
545901,2014-09-02T13:43:49.643,24488,2568,1
546065,2014-09-04T01:42:41.343,24516,10897,1
546113,2014-09-04T13:28:22.893,24516,13551,1
546217,2014-09-05T14:26:45.400,24524,20396,1
546182,2014-09-05T03:50:58.783,24528,525,1
546216,2014-09-05T12:59:16.003,24528,525,3
1445992,2023-08-13T17:17:39.993,24533,50645,1
546256,2014-09-05T19:54:46.233,24540,2767,1
1159940,2020-05-14T09:29:56.497,24554,23501,1
546423,2014-09-08T03:09:46.710,24562,24255,1
546425,2014-09-08T12:02:50.663,24567,24540,1
546426,2014-09-10T01:16:57.640,24593,24592,1
546692,2014-09-11T08:14:47.423,24597,20395,1
546427,2014-09-10T07:19:14.960,24597,23944,1
546429,2014-09-10T10:00:40.280,24611,24452,1
546690,2014-09-10T18:45:57.493,24624,10767,1
899493,2018-03-06T16:29:05.297,24627,1677,3
546691,2014-09-10T21:43:31.083,24632,12641,1
546693,2014-09-12T03:08:05.187,24662,7433,1
547993,2014-09-15T01:59:20.727,24695,16362,1
547992,2014-09-15T01:59:20.727,24695,20766,1
548381,2014-09-15T12:31:04.167,24695,16362,3
548382,2014-09-15T12:31:04.167,24695,20766,3
720447,2016-11-25T09:14:29.733,24699,15514,1
548370,2014-09-15T12:30:36.233,24699,24308,1
548721,2014-09-17T15:11:42.003,24708,8577,3
548734,2014-09-17T17:51:54.333,24735,23307,1
1351678,2022-06-29T18:35:02.770,24750,40877,1
548866,2014-09-18T20:41:12.607,24765,9889,1
548898,2014-09-19T02:53:40.070,24776,5528,1
548899,2014-09-19T02:53:40.070,24776,14488,1
548941,2014-09-19T17:17:48.177,24779,9790,1
549144,2014-09-21T14:22:32.020,24815,17202,1
549872,2014-09-27T20:18:37.893,24888,2161,1
549873,2014-09-27T20:18:37.893,24888,2744,1
549922,2014-09-28T08:02:04.230,24902,14414,1
549975,2014-09-28T17:49:36.013,24902,14414,3
550215,2014-09-30T10:25:30.913,24932,21612,1
550234,2014-09-30T12:27:07.027,24932,21612,3
550376,2014-10-01T11:47:36.323,24951,21264,1
693940,2016-08-04T08:17:51.680,24954,21886,1
550676,2014-10-03T19:06:40.370,24960,24592,1
550995,2014-10-06T22:46:48.120,24983,471,1
550632,2014-10-03T05:01:37.417,24983,2744,1
550633,2014-10-03T05:03:43.793,24983,24624,1
550650,2014-10-03T13:08:46.560,24983,2744,3
550897,2014-10-05T21:24:20.933,25020,3831,1
551103,2014-10-08T18:38:38.573,25050,1356,1
551102,2014-10-08T18:38:38.573,25050,8472,1
551129,2014-10-09T20:12:20.150,25058,24372,1
551130,2014-10-09T21:26:46.850,25058,24372,3
1396020,2023-02-04T06:14:20.957,25108,85327,1
552106,2014-10-13T20:41:43.177,25112,5546,1
552096,2014-10-13T20:34:59.903,25112,24624,1
552185,2014-10-14T13:05:25.933,25128,24032,1
552266,2014-10-15T03:24:26.010,25137,937,1
552396,2014-10-15T21:17:12.473,25160,2681,1
552404,2014-10-15T23:17:45.640,25160,2681,3
552661,2014-10-18T16:29:14.800,25194,17202,1
552709,2014-10-19T07:04:18.790,25196,17273,1
552765,2014-10-19T16:30:37.637,25196,17273,3
552725,2014-10-19T09:41:15.577,25200,25194,1
552794,2014-10-20T01:41:58.600,25200,25194,3
619605,2015-09-17T07:18:16.433,25203,27,1
552756,2014-10-19T13:37:39.653,25204,4555,1
552764,2014-10-19T16:27:02.013,25204,4555,3
553229,2014-10-24T07:57:11.833,25211,20948,1
641998,2015-12-14T19:54:18.283,25222,34350,1
581453,2015-04-22T19:00:23.300,25235,15478,1
553007,2014-10-21T14:24:15.960,25235,20591,1
581454,2015-04-22T19:00:23.300,25235,24599,1
553034,2014-10-21T19:33:33.723,25241,9195,1
553089,2014-10-22T12:48:54.093,25241,9195,3
553075,2014-10-22T11:28:24.890,25249,6689,1
553095,2014-10-22T16:11:39.213,25249,20295,1
553098,2014-10-22T17:02:50.460,25252,24416,1
553262,2014-10-24T17:15:48.153,25272,8656,1
553273,2014-10-24T17:32:37.210,25272,25249,1
553364,2014-10-25T12:28:58.253,25277,20629,1
553482,2014-10-26T01:44:48.957,25279,12518,1
553363,2014-10-25T12:19:29.773,25279,18726,1
553444,2014-10-25T20:28:34.173,25282,23204,1
609661,2015-08-18T14:54:50.147,25282,27234,1
553840,2014-10-28T18:56:34.400,25291,23182,1
553534,2014-10-26T13:00:11.600,25294,1696,1
553682,2014-10-27T14:00:28.783,25294,1696,3
553661,2014-10-27T11:42:18.693,25302,124,1
553662,2014-10-27T11:43:28.257,25302,11238,1
553772,2014-10-28T12:34:39.723,25302,124,3
553810,2014-10-28T15:51:53.897,25333,16003,1
553918,2014-10-29T01:00:17.797,25342,1732,1
554532,2014-11-03T00:22:20.863,25385,23944,1
554531,2014-11-02T23:37:04.337,25418,5173,1
554488,2014-11-02T12:22:25.173,25420,884,1
554489,2014-11-02T12:22:25.173,25420,13376,1
554690,2014-11-04T13:27:06.887,25451,2401,1
554730,2014-11-04T18:46:02.370,25457,24316,1
554810,2014-11-05T13:09:42.227,25461,5102,1
554814,2014-11-05T14:00:55.153,25461,5102,3
554802,2014-11-05T10:22:46.073,25474,8196,1
554963,2014-11-07T13:10:56.393,25474,8196,3
1127741,2020-01-23T09:55:03.027,25530,65115,1
565301,2015-01-07T14:38:09.577,25540,16757,1
555168,2014-11-10T16:11:55.167,25567,15009,1
1396890,2023-02-20T23:30:16.307,25567,36266,1
555156,2014-11-10T08:21:58.993,25576,1157,1
555608,2014-11-11T21:58:01.373,25576,1157,3
555922,2014-11-13T00:17:42.110,25617,1743,1
555923,2014-11-13T00:17:42.110,25617,20924,1
555968,2014-11-13T06:23:58.347,25634,9790,1
555982,2014-11-13T14:12:02.530,25634,9790,3
556493,2014-11-18T00:53:14.907,25679,1195,1
556402,2014-11-16T20:58:49.113,25691,743,1
556360,2014-11-16T18:43:52.020,25691,21473,1
556456,2014-11-17T13:31:33.307,25691,743,3
556449,2014-11-17T12:15:31.413,25698,689,1
556694,2014-11-19T18:47:50.470,25726,14521,1
556729,2014-11-19T23:55:23.587,25726,14521,3
556709,2014-11-19T21:22:47.533,25732,2188,1
556969,2014-11-23T04:00:51.633,25767,20629,1
595677,2015-06-26T06:13:48.323,25814,31494,1
557332,2014-11-25T21:26:59.760,25825,25024,1
557410,2014-11-26T14:23:28.250,25825,25024,3
557482,2014-11-27T00:05:04.663,25842,9238,1
557575,2014-11-27T21:03:04.353,25856,6616,1
557628,2014-11-28T02:54:29.523,25856,10918,1
557560,2014-11-27T19:49:22.870,25856,25342,1
557616,2014-11-28T02:30:14.630,25864,5713,1
557617,2014-11-28T02:30:14.630,25864,21121,1
557943,2014-11-30T23:58:47.247,25894,1136,1
557944,2014-12-01T00:13:52.743,25902,24624,1
558050,2014-12-01T21:15:11.423,25919,3269,1
558082,2014-12-02T00:51:09.120,25919,3269,3
558230,2014-12-03T15:28:10.420,25955,10286,1
558246,2014-12-03T19:05:34.143,25957,23972,1
558344,2014-12-04T15:09:14.070,25965,13590,1
558566,2014-12-06T18:31:31.177,26006,23305,1
558628,2014-12-07T14:26:49.030,26022,12714,1
558788,2014-12-09T21:37:04.330,26048,185,1
558789,2014-12-09T21:37:04.330,26048,6088,1
558787,2014-12-09T21:37:04.330,26048,13170,1
558786,2014-12-09T17:31:23.197,26048,15047,1
732161,2017-01-10T17:51:32.080,26065,5546,1
558885,2014-12-11T03:24:55.327,26081,3720,1
559916,2014-12-11T13:57:38.903,26081,3720,3
561914,2014-12-16T19:52:10.220,27103,21666,1
561669,2014-12-14T18:30:50.447,27134,1298,1
561670,2014-12-14T18:30:50.447,27134,6215,1
561671,2014-12-14T18:30:50.447,27134,7658,1
561899,2014-12-16T15:30:10.420,27163,14823,1
562456,2014-12-21T12:39:17.767,27228,27220,1
562728,2014-12-23T21:09:31.810,27234,244,1
562573,2014-12-22T15:26:12.257,27234,25282,1
562572,2014-12-22T15:26:12.257,27234,25756,1
562637,2014-12-22T23:37:43.077,27252,12518,1
562834,2014-12-24T14:49:44.070,27262,16562,1
1220649,2020-12-16T20:36:41.987,27272,73931,1
562981,2014-12-25T18:29:31.937,27280,4863,1
746939,2017-03-09T02:03:34.440,27280,42159,1
565298,2015-01-07T12:56:07.687,27322,28447,1
563485,2014-12-30T19:41:20.063,27326,10054,1
563833,2015-01-02T21:44:10.750,27368,27357,1
565360,2015-01-08T14:11:42.070,27379,5745,1
565359,2015-01-08T14:11:42.070,27379,6238,1
565356,2015-01-08T14:11:42.070,27379,7979,1
565358,2015-01-08T14:11:42.070,27379,15696,1
565357,2015-01-08T14:11:42.070,27379,23282,1
565287,2015-01-07T12:54:19.237,28447,27322,1
569415,2015-02-13T03:41:30.343,28467,28700,1
565870,2015-01-21T19:41:15.820,28485,17597,1
565512,2015-01-12T15:10:04.510,28505,16253,1
565738,2015-01-18T20:59:10.143,28588,9195,1
565789,2015-01-19T11:44:51.160,28599,6475,1
565881,2015-01-21T21:16:58.700,28630,17597,1
566158,2015-01-26T09:21:54.020,28693,2568,1
566173,2015-01-26T16:17:57.553,28693,2568,3
566159,2015-01-26T14:14:09.427,28700,28467,1
566338,2015-01-29T17:51:40.123,28756,10083,1
566397,2015-02-01T06:47:06.197,28788,25573,1
566396,2015-02-01T06:47:06.197,28788,28522,1
566437,2015-02-01T21:34:19.547,28794,1983,1
566579,2015-02-03T00:31:21.300,28816,1971,1
566557,2015-02-02T19:00:14.230,28827,244,1
566556,2015-02-02T19:00:14.230,28827,2193,1
610800,2015-08-21T04:16:42.220,28836,6024,1
610802,2015-08-21T04:16:42.220,28836,9092,1
610801,2015-08-21T04:16:42.220,28836,14334,1
610803,2015-08-21T04:16:42.220,28836,31880,1
566706,2015-02-07T10:47:22.703,28886,28827,1
566786,2015-02-08T20:48:04.140,28903,28895,1
568962,2015-02-10T15:08:24.977,28923,13191,1
570087,2015-02-16T20:22:32.770,28965,16757,1
569217,2015-02-11T23:40:04.297,28965,25540,1
571727,2015-02-20T19:55:09.340,28965,25540,3
569192,2015-02-11T21:46:13.510,28966,1474,1
569284,2015-02-12T12:24:09.690,28966,8022,1
569340,2015-02-12T18:49:35.863,28966,1474,3
569339,2015-02-12T18:49:35.863,28966,8022,3
569544,2015-02-13T16:08:58.460,28994,28988,1
569551,2015-02-13T17:33:11.867,28994,28988,3
569658,2015-02-14T06:57:19.487,29000,2366,1
570052,2015-02-16T17:03:48.647,29030,18540,1
570051,2015-02-16T17:03:48.647,29030,18548,1
570151,2015-02-17T12:08:54.283,29030,27108,1
571721,2015-02-20T19:53:05.880,29052,1121,1
571725,2015-02-20T19:53:05.880,29052,5745,1
571724,2015-02-20T19:53:05.880,29052,6238,1
571720,2015-02-20T19:53:05.880,29052,7979,1
571723,2015-02-20T19:53:05.880,29052,15696,1
571722,2015-02-20T19:53:05.880,29052,23282,1
571324,2015-02-18T13:17:19.433,29054,25080,1
571524,2015-02-19T16:18:57.950,29062,9815,1
571435,2015-02-19T03:21:35.390,29072,16482,1
572009,2015-02-22T13:49:28.797,29115,15589,1
572265,2015-02-23T19:19:23.617,29115,15589,3
572211,2015-02-23T13:13:38.863,29124,6590,1
572212,2015-02-23T13:13:38.863,29124,13469,1
572914,2015-02-26T23:50:44.527,29194,6444,1
573426,2015-03-01T15:59:48.327,29216,9122,1
573438,2015-03-01T17:48:42.533,29232,13113,1
573673,2015-03-02T21:38:49.213,29255,24248,1
574663,2015-03-10T09:21:03.237,29294,23092,1
574143,2015-03-05T08:29:19.623,29297,29272,1
574219,2015-03-05T15:47:09.957,29307,6839,1
574218,2015-03-05T15:47:09.957,29307,9238,1
574242,2015-03-05T19:43:46.750,29307,6839,3
574388,2015-03-07T15:12:06.350,29328,28528,1
574632,2015-03-10T00:09:34.150,29349,23529,1
574490,2015-03-08T17:45:45.087,29351,4368,1
574670,2015-03-10T09:43:41.137,29370,16362,1
574674,2015-03-10T11:34:07.517,29370,16362,3
649437,2016-02-04T19:40:05.990,29398,20295,1
1157509,2020-05-10T15:22:18.477,29463,67606,1
1353549,2022-07-21T14:08:12.870,29463,84998,1
575197,2015-03-17T17:43:39.067,29509,7264,1
638172,2015-11-30T03:15:21.600,29518,5479,1
575435,2015-03-22T09:16:21.370,29587,14180,1
575434,2015-03-22T09:16:21.370,29587,18004,1
575433,2015-03-22T09:16:21.370,29587,21889,1
575794,2015-03-26T21:04:34.343,29633,8678,1
575683,2015-03-26T01:58:56.550,29637,29632,1
1305730,2021-11-24T00:54:12.593,29659,244,1
1320115,2022-02-10T16:30:05.513,29659,82753,1
575781,2015-03-26T17:45:54.043,29663,884,1
575780,2015-03-26T17:45:54.043,29663,8262,1
575834,2015-03-27T09:20:21.163,29675,25881,1
576039,2015-03-29T03:03:13.140,29714,2787,1
576163,2015-03-30T13:12:25.287,29714,2787,3
575995,2015-03-28T18:04:31.220,29719,24680,1
576067,2015-03-29T14:06:09.180,29721,6727,1
576165,2015-03-30T13:13:02.240,29729,1121,1
576169,2015-03-30T13:13:02.240,29729,5745,1
576168,2015-03-30T13:13:02.240,29729,6238,1
576164,2015-03-30T13:13:02.240,29729,7979,1
576167,2015-03-30T13:13:02.240,29729,15696,1
576166,2015-03-30T13:13:02.240,29729,23282,1
576066,2015-03-29T13:37:22.530,29739,17513,1
576171,2015-03-30T13:15:52.543,29739,17513,3
576097,2015-03-29T20:14:28.060,29746,14932,1
576170,2015-03-30T13:14:44.837,29746,14932,3
576218,2015-03-31T02:12:15.720,29771,20295,1
576378,2015-04-02T12:06:28.510,29793,7133,1
576377,2015-04-02T12:04:17.413,29793,7428,1
576382,2015-04-02T14:07:14.167,29793,7133,3
613052,2015-08-26T00:11:51.123,29800,31434,1
775635,2017-06-21T19:35:27.293,29800,31434,3
576380,2015-04-02T12:52:03.440,29812,29629,1
576620,2015-04-07T14:40:54.040,29812,29629,3
1134943,2020-02-13T16:58:42.797,29813,66312,1
576642,2015-04-07T19:28:18.813,29867,12707,3
576717,2015-04-09T06:46:33.850,29897,6419,1
620954,2015-09-29T10:00:00.240,29933,17301,1
579013,2015-04-11T19:31:56.713,29950,471,1
579014,2015-04-11T19:38:10.677,29950,16482,1
579046,2015-04-11T20:54:01.563,29950,471,3
579307,2015-04-13T03:54:50.413,29962,28940,1
580866,2015-04-20T00:09:36.507,29962,28940,3
579444,2015-04-13T18:47:00.363,29971,7264,1
580301,2015-04-17T16:06:38.233,30045,4434,1
580865,2015-04-20T00:06:45.573,30045,4434,3
580802,2015-04-19T19:27:12.400,30099,1743,1
1351829,2022-07-01T11:01:42.823,30099,1743,3
580851,2015-04-19T22:58:52.863,30101,14946,1
620821,2015-09-28T03:04:46.130,30106,16584,1
580963,2015-04-20T13:58:07.643,30111,20295,1
581613,2015-04-23T11:22:16.137,30161,4204,1
651029,2016-02-07T10:23:58.843,30178,35338,1
582124,2015-04-25T14:05:10.730,30201,25737,1
583035,2015-04-29T02:53:07.863,30234,15127,1
583850,2015-05-02T17:14:24.557,30234,15127,3
583543,2015-05-01T06:14:31.540,30299,13060,1
583849,2015-05-02T17:13:49.640,30299,13060,3
637443,2015-11-21T20:38:55.533,30303,19165,1
583673,2015-05-01T20:14:34.820,30315,1,1
585620,2015-05-06T17:49:55.240,30407,10294,1
585670,2015-05-07T03:59:33.733,30413,30327,1
1193308,2020-09-02T08:05:54.660,30445,31404,1
1339356,2022-04-19T21:22:56.050,30449,66181,1
585849,2015-05-08T09:15:09.617,30450,827,1
585850,2015-05-08T09:15:09.617,30450,15377,1
586095,2015-05-11T07:31:35.777,30478,30468,1
586176,2015-05-12T09:01:11.687,30502,18688,1
586208,2015-05-12T13:15:34.547,30502,18688,3
586177,2015-05-12T09:14:42.813,30503,16609,1
586353,2015-05-13T13:33:26.377,30503,16609,3
586429,2015-05-14T16:07:57.420,30507,9092,1
586266,2015-05-12T23:57:11.783,30507,10767,1
586352,2015-05-13T13:32:55.477,30507,10767,3
586341,2015-05-13T13:27:52.047,30541,24000,1
586479,2015-05-15T12:18:13.447,30541,24000,3
586393,2015-05-14T02:07:06.377,30543,20629,1
586392,2015-05-14T02:03:09.353,30543,28522,1
586418,2015-05-14T14:44:15.273,30557,30515,1
586511,2015-05-15T18:50:25.110,30583,154,1
711356,2016-10-12T08:26:43.767,30584,38942,1
586684,2015-05-17T20:31:54.643,30600,30605,1
586951,2015-05-20T12:58:37.563,30662,30450,1
645322,2015-12-29T01:59:48.470,30726,865,1
645772,2015-12-31T05:50:40.700,30726,865,3
631943,2015-10-24T16:19:39.817,30735,865,1
631942,2015-10-24T16:19:39.817,30735,8151,1
587124,2015-05-22T05:07:32.200,30741,30450,1
587289,2015-05-23T22:37:42.900,30773,9337,1
587316,2015-05-24T04:59:21.877,30779,30556,1
587361,2015-05-24T18:43:06.573,30785,6839,1
587365,2015-05-24T21:48:26.707,30785,6839,3
598202,2015-07-05T11:31:27.063,30804,21237,1
587923,2015-05-29T12:35:47.453,30848,30853,1
587768,2015-05-27T21:44:50.010,30862,15478,1
587767,2015-05-27T21:44:50.010,30862,24599,1
587756,2015-05-27T20:06:50.803,30865,30863,1
587991,2015-05-29T21:33:19.090,30923,429,1
587992,2015-05-29T21:46:41.843,30923,30924,1
588190,2015-05-31T13:40:17.723,30968,17597,1
588236,2015-05-31T21:37:56.377,30973,30586,1
588283,2015-06-01T05:04:15.030,30992,4607,1
588462,2015-06-03T04:07:49.330,31025,2184,1
588457,2015-06-02T19:38:35.580,31030,7264,1
1454623,2023-09-27T19:31:41.610,31063,14864,1
588673,2015-06-04T13:41:03.000,31075,25252,1
588615,2015-06-04T02:31:58.740,31076,12518,1
588616,2015-06-04T02:31:58.740,31076,25279,1
588658,2015-06-04T11:10:01.580,31087,9043,1
588675,2015-06-04T14:59:37.570,31087,9043,3
588769,2015-06-05T20:05:26.530,31120,6977,1
1362820,2022-08-21T19:42:31.130,31138,32872,1
588869,2015-06-07T12:22:34.697,31145,12518,1
589046,2015-06-09T00:05:11.407,31168,13294,1
591166,2015-06-10T12:22:47.633,31168,13294,3
591303,2015-06-10T19:49:58.980,31223,2002,1
593053,2015-06-17T06:48:13.453,31238,31305,1
592004,2015-06-13T12:52:01.563,31267,30473,1
592565,2015-06-15T09:07:57.683,31292,4183,1
592847,2015-06-16T11:20:37.333,31295,26040,1
593273,2015-06-18T00:41:26.320,31345,29579,1
593275,2015-06-18T01:08:47.910,31353,1322,1
593340,2015-06-18T05:32:13.653,31358,429,1
594222,2015-06-21T08:12:54.060,31420,27134,1
594835,2015-06-23T03:02:04.727,31423,30656,1
606621,2015-08-11T11:52:51.433,31430,32614,1
594404,2015-06-21T20:50:55.443,31433,25451,1
620970,2015-09-29T12:37:53.923,31436,30654,1
595232,2015-06-24T19:08:39.230,31445,1121,1
595236,2015-06-24T19:08:39.230,31445,5745,1
595235,2015-06-24T19:08:39.230,31445,6238,1
595231,2015-06-24T19:08:39.230,31445,7979,1
595234,2015-06-24T19:08:39.230,31445,15696,1
595233,2015-06-24T19:08:39.230,31445,23282,1
594747,2015-06-22T21:02:34.070,31449,367,1
594755,2015-06-22T21:29:58.800,31449,367,3
602233,2015-08-08T04:47:00.740,31494,31585,1
595924,2015-06-26T22:27:39.273,31557,28705,1
595923,2015-06-26T22:27:39.273,31557,31494,1
596427,2015-06-28T17:25:56.673,31560,18661,1
596374,2015-06-28T13:17:23.417,31585,9033,1
596360,2015-06-28T12:48:39.180,31585,31494,1
597133,2015-07-01T10:18:22.173,31635,18378,1
597706,2015-07-03T02:00:36.647,31669,31494,1
600005,2015-07-18T23:02:49.883,31672,9938,1
